P_NAME,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
GJ 317 b,794.57001,-127.1312,222.4796,13.2278,,,2007,2007-11,695.66,-0.355,0.355,1.151,-0.018,0.018,0.07,-0.01,0.01,45,-10,30,72,-133,133,2450988.9,-14.5,14.5,,,,Radial Velocity,Mass,GJ 317,130.24453,-23.452809,12.4,15.1968,-0.0129,0.013,0.301,-0.076,0.076,0.42,-0.02,0.02,0.43,-0.01,0.01,M2.5 V,-1.687,-0.124,0.096,5,,,3492.73,-44.6,44.6,4.82,7.7503671,60.06819,4.5410567,0.34329644,0.13242534,1.15382,1.07043,1.23157,1.1517061,0.015556647,0.013554447,0.017942521,89.892628,86.929135,93.2429,,98.172798,105.3032,Jovian,0.43,M,8.6829688,08 40 58.6877,-23 27 10.1124,0.020558906,0.11728444,0.30446315,0.14855763,0.28865295,0.15749794,0.28865295,0.14339731,0.28865295,0.38713619,0.029960729,0.35032376,0,0,Cold,0,0.083952698,Pyxis,Pyx,Compass
GJ 317 c,522.49652,-19.101463,19.101463,13.452,,,2018,2016-04,6739.323,-143.106,143.106,5.23,-0.111,0.111,0.17,-0.02,0.02,,,,108,-9,9,2449804.6,-221.5,221.5,,,,Radial Velocity,Msini,GJ 317,130.24453,-23.452809,12.4,15.1968,-0.0129,0.013,0.301,-0.076,0.076,0.42,-0.02,0.02,0.43,-0.01,0.01,M2.5 V,-1.687,-0.124,0.096,5,,,3492.73,-44.6,44.6,4.82,6.2322989,38.841549,2.8874182,0.21464601,0.46699228,5.3055735,4.3409,6.1191,5.2490757,0.000762719,0.000549066,0.001091039,42.106922,38.99879,46.302562,,44.043005,52.291467,Jovian,0.43,M,8.6829688,08 40 58.6877,-23 27 10.1124,0.020558906,0.11728444,0.30446315,0.14855763,0.28865295,0.15749794,0.28865295,0.14339731,0.28865295,0.38713619,0.029960729,0.35032376,0,0,Cold,0,0.067442503,Pyxis,Pyx,Compass
GJ 3222 b,11.740566,-2.304253,3.0225443,3.45268,,,2022,2022-09,10.666686,-0.00231129,0.00284829,0.091179,-0.004053,0.003764,0.929006,-0.079565,0.042176,,,,290.895,-27.775,24.7203,2456564,-0.345639,0.309889,,,,Radial Velocity,Msini,GJ 3222,50.897246,-40.076233,6.9,18.23817,,,0.16,-0.06,0.06,0.89,-0.11,0.11,0.93,,,K0V,-0.252,-0.032,0.03,,,,5257.46,,,4.43,1.8440231,3.4004212,0.98486429,0.28524633,0.000152992,0.13052512,0.006473162,0.17588484,0.10635117,181.94191,18.094359,13358.788,675.73088,525.44917,2738.9662,,593.41226,3093.2319,Neptunian,0.93,K,3.3931499,03 23 35.3398,-40 04 34.4370,0.5597576,0.57843657,1.3850145,0.73267138,1.3131189,0.77515362,1.3131189,0.70729954,1.3131189,2.0200577,0.79792616,0.44375963,0,0,Hot,0,0.19947803,Eridanus,Eri,River
GJ 328 b,731.00441,-41.31764,41.31764,13.3399,,,2013,2013-09,4100,-300,300,4.5,-0.2,0.2,0.37,-0.05,0.05,,,,290,-3,3,2454500,-100,100,,,,Radial Velocity,Msini,GJ 328,133.78195,1.5420011,9.99,20.5266,-0.01685,0.01685,0,-0.15,0.15,0.69,-0.05,0.05,0.65,-0.02,0.02,M1,-0.993,-0.001,0.001,,,,3900,-100,100,4.61,7.4025902,54.798342,4.1078525,0.30793728,0.28908701,4.808025,2.835,6.165,4.5807079,0.005401874,0.00267383,0.012644273,67.209183,57.933314,85.431568,,65.426574,96.481531,Jovian,0.65,M,8.9187972,08 55 07.6698,+01 32 31.2040,0.10162487,0.25910091,0.65908482,0.32819116,0.62486511,0.34777861,0.62486511,0.31681508,0.62486511,0.86072372,0.071168932,0.40766256,0,0,Cold,0,0.072871585,Hydra,Hya,Water Snake
GJ 3293 b,23.538342,-0.88991841,0.88038357,5.19023,,,2015,2015-03,30.5987,-0.0084,0.0083,0.14339,-3.00E-05,3.00E-05,0.06,-0.04,0.04,,,,-103,-31.3,31.3,2455638.7,-2.6,2.6,,,,Radial Velocity,Msini,GJ 3293,67.148443,-25.17134,11.945,20.1903,-0.0216,0.0216,0.02,-0.09,0.09,0.42,,,0.4,-0.03,0.03,M2.5,-1.658,-0.044,0.114,,,,3466,-49,49,4.78,2.1295833,4.535125,0.87378112,0.16835114,0.005159498,0.1436481,0.1347866,0.1519934,0.14345462,1.0708914,0.95137238,1.2097805,258.99277,251.61269,267.19083,,284.157,301.75006,Neptunian,0.4,M,4.4765631,04 28 35.6270,-25 10 16.8226,0.021978599,0.12130586,0.31531767,0.15365123,0.29894361,0.16290283,0.29894361,0.14831313,0.29894361,0.40027989,0.028615982,0.345489,1,0,Warm,0,0.52074052,Eridanus,Eri,River
GJ 3293 c,21.091066,-1.2585989,1.2395292,4.86514,,,2015,2015-03,122.6196,-0.2371,0.2429,0.36175,-0.00047,0.00048,0.11,-0.08,0.1,,,,-21.4,-14.2,14.2,2455687.8,-3.8,3.8,,,,Radial Velocity,Msini,GJ 3293,67.148443,-25.17134,11.945,20.1903,-0.0216,0.0216,0.02,-0.09,0.09,0.42,,,0.4,-0.03,0.03,M2.5,-1.658,-0.044,0.114,,,,3466,-49,49,4.78,2.0821001,4.3351407,0.89106185,0.18315235,0.011881378,0.36393859,0.3219575,0.4015425,0.36229934,0.16897655,0.1363129,0.21203273,162.9713,154.80292,172.88035,,174.82557,195.24119,Neptunian,0.4,M,4.4765631,04 28 35.6270,-25 10 16.8226,0.021978599,0.12130586,0.31531767,0.15365123,0.29894361,0.16290283,0.29894361,0.14831313,0.29894361,0.40027989,0.028615982,0.345489,0,0,Cold,0,0.31455845,Eridanus,Eri,River
GJ 338 B b,10.269023,-1.3793735,1.4715437,3.18364,,,2020,2020-05,24.45,-0.02,0.02,0.141,-0.005,0.005,0.11,-0.08,0.11,,,,204.3,-70,94.4,2457517.1,-4.72,6.15,,,,Radial Velocity,Msini,GJ 338 B,138.59167,52.683521,7.7,6.33256,-0.00168,0.00167,-0.03,-0.16,0.16,0.64,-0.07,0.07,0.58,-0.03,0.03,M0.0 V,-1.101,-0.017,0.017,4,-3,3,4005,-51,51,4.68,1.7959845,3.2255603,1.0131674,0.31824182,0.003165998,0.14185305,0.12549,0.15651,0.14121412,4.0105624,3.2353094,5.0324766,359.71277,341.68339,381.58417,,385.87769,430.93936,Neptunian,0.58,M,9.2394453,09 14 22.0031,+52 41 00.6760,0.079250133,0.22830696,0.57771913,0.2891862,0.54772486,0.30640692,0.54772486,0.27916642,0.54772486,0.76008782,0.083127195,0.38841396,0,0,Hot,0,0.43722046,Ursa Major,UMa,Big Bear
GJ 3470 b,13.898619,-1.5001482,1.5001482,4.57368,-0.17936,0.17936,2012,2012-10,3.3366496,-3.30E-06,3.90E-06,0.0355,-0.0019,0.0019,0.017,-0.012,0.016,89.13,-0.34,0.26,1.7,-1.2,0.96,,,,0.4,-0.08,0.06,Radial Velocity,Mass,GJ 3470,119.7735,15.391209,12.332,29.4214,-0.0507,0.0508,0.2,-0.1,0.1,0.54,-0.04,0.05,0.55,-0.02,0.02,M1.5,-1.538,-0.031,0.029,1.65,-1.35,1.35,3600,-100,100,4.7,1.7432229,3.0388262,0.664416,0.14526945,0.001030607,0.03550513,0.0348965,0.0361035,0.035501285,22.993552,22.228051,23.792291,557.85699,553.18482,562.67028,,624.73533,635.44766,Neptunian,0.55,M,7.9849006,07 59 05.6420,+15 23 28.3524,0.028973436,0.13903712,0.3590178,0.17611099,0.34037555,0.18668718,0.34037555,0.16999736,0.34037555,0.45958281,0.039171477,0.31666744,0,0,Hot,0,0.20900807,Cancer,Cnc,Crab
GJ 3512 b,146.20088,-3.17828,6.3565601,14.2367,,,2019,2019-09,203.69,-0.02,0.09,0.337,-0.001,0.001,0.44,-0.01,0.01,,,,125.8,-0.7,0.3,2457745.6,-0.5,0.5,,,,Radial Velocity,Msini,GJ 3512,130.33166,59.491836,15.18,9.48637,-0.00856,0.00857,-0.07,-0.16,0.16,0.12,-0.01,0.01,0.14,-0.01,0.01,M5.5 V,-2.804,-0.006,0.005,5.5,-2.5,2.5,3081,-51,51,5.16,3.2045742,10.269296,0.72132556,0.050666626,0.020161649,0.3696216,0.18872,0.48528,0.34572658,0.015398022,0.006668301,0.044092441,86.253858,72.802906,116.74437,,82.219442,131.84442,Jovian,0.14,M,8.6887779,08 41 19.6004,+59 29 30.6110,0.001570363,0.032556751,0.086204901,0.041237251,0.081727431,0.043737273,0.081727431,0.039801033,0.081727431,0.10699507,0.00972741,0.23442955,0,0,Cold,0,0.079411221,Ursa Major,UMa,Big Bear
GJ 3512 c,63.565601,-3.17828,3.17828,9.32672,,,2020,2020-12,1599.6,-0.8,1.1,1.292,-0.003,0.003,0.0183,-0.0001,0.0001,,,,26,-1,2,,,,,,,Radial Velocity,Msini,GJ 3512,130.33166,59.491836,15.18,9.48637,-0.00856,0.00857,-0.07,-0.16,0.16,0.12,-0.01,0.01,0.14,-0.01,0.01,M5.5 V,-2.804,-0.006,0.005,5.5,-2.5,2.5,3081,-51,51,5.16,2.6106377,6.8154293,0.73074234,0.078349338,0.10265343,1.2922163,1.2683564,1.3156436,1.2920541,0.000940909,0.000907243,0.000976152,44.617431,44.215626,45.032313,,49.934602,50.856921,Jovian,0.14,M,8.6887779,08 41 19.6004,+59 29 30.6110,0.001570363,0.032556751,0.086204901,0.041237251,0.081727431,0.043737273,0.081727431,0.039801033,0.081727431,0.10699507,0.00972741,0.23442955,0,0,Cold,0,0.092694186,Ursa Major,UMa,Big Bear
GJ 414 A c,53.830529,-8.5813561,9.1788727,8.39629,-2.49983,3.59841,2021,2021-02,749.83,-3.63,4.35,1.4,-0.06,0.055,0.105,-0.703,0.11,,,,74,-200,74,2454210.4,-26.44,18.31,,,,Radial Velocity,Msini,GJ 414 A,167.7745,30.445169,8.31,11.8893,-0.0067,0.0067,0.24,-0.1,0.1,0.65,-0.08,0.08,0.68,-0.14,0.14,K7 V,-0.924,-0.05,0.045,12.4,-5.2,5.2,4120,-109,109,4.65,2.5320403,6.4112279,0.76357866,0.090942387,0.054631279,1.4077175,1.253,1.547,1.4019365,0.061115486,0.049775929,0.075874852,126.4098,120.33716,133.71169,,135.90191,151.00634,Jovian,0.68,K,11.184968,11 11 05.8832,+30 26 42.6077,0.1191242,0.2791566,0.70237928,0.35359543,0.66591395,0.37459914,0.66591395,0.34134892,0.66591395,0.93188811,0.10181017,0.47144703,0,0,Cold,0,0.16259566,Ursa Major,UMa,Big Bear
GJ 422 b,11.069949,-1.1187546,1.1187546,3.32937,,,2014,2014-06,20.129,-0.005,0.005,0.111,-0.004,0.004,0.11,-0.04,0.04,,,,265,-18,18,,,,,,,Radial Velocity,Msini,GJ 422,168.98105,-57.542563,11.66,12.6631,-0.0073,0.0072,,,,0.35,,,0.37,-0.01,0.01,M3.5 V,-1.959,,,,,,3323,,,4.85,1.8234413,3.3249381,0.99866886,0.29995731,0.003125053,0.11167155,0.09879,0.12321,0.11116856,0.89742373,0.72394919,1.1260924,247.40241,235.0022,262.44507,,265.39806,296.39046,Neptunian,0.37,M,11.265404,11 15 55.4531,-57 32 33.2264,0.010990058,0.085917481,0.22489554,0.10882632,0.21321615,0.11539646,0.21321615,0.10504216,0.21321615,0.2830504,0.02106299,0.32511759,1,1,Warm,0,0.61763332,Carina,Car,Keel
GJ 4276 b,16.568374,-0.95030573,0.94077089,4.22617,,,2019,2019-02,13.352,-0.003,0.003,0.082,-0.002,0.002,0.37,-0.03,0.03,,,,216.83,-4.56,4.74,2457576.7,-0.17,0.19,,,,Radial Velocity,Msini,GJ 4276,336.32215,59.412503,12.903,21.3362,-0.0172,0.0172,0.12,-0.16,0.16,0.41,-0.03,0.03,0.41,-0.01,0.01,M4.0,-1.706,-0.007,0.007,6.9,-1.1,1.1,3387,-51,51,4.97,1.9800058,3.9204229,0.92765386,0.21950226,0.001773257,0.0876129,0.05166,0.11234,0.083470676,3.1502262,1.5593053,7.3737973,330.27671,284.6936,419.82443,,321.51668,474.12572,Neptunian,0.41,M,22.421478,22 25 17.3191,+59 24 45.0108,0.019678863,0.11488914,0.29979702,0.1455232,0.28422833,0.15429849,0.28422833,0.14046504,0.28422833,0.37875971,0.024784311,0.36668598,0,0,Hot,0,0.43013228,Cepheus,Cep,Cepheus
GJ 433 c,32.421635,-6.3279555,6.3279555,6.2776,,,2014,2014-06,5094.105,-608.617,608.617,4.819,-0.417,0.417,0.12,-0.07,0.07,,,,242,-55,55,,,,,,,Radial Velocity,Msini,GJ 433,173.86192,-32.54363,9.81,9.06456,-0.00367,0.00367,-0.17,,,0.48,,,0.47,-0.01,0.01,M1.5 V,-1.699,,,,,,3472,,,4.76,2.2725876,5.1646544,0.82271161,0.13105512,0.17275184,4.8536968,4.24072,5.39728,4.8277156,0.000867433,0.000686515,0.001112041,43.603773,41.238934,46.523793,,46.572896,52.541313,Neptunian,0.47,M,11.590795,11 35 26.8628,-32 32 37.0687,0.019998619,0.11570454,0.30066896,0.14655637,0.28505563,0.15537976,0.28505563,0.14146494,0.28505563,0.38182448,0.030228459,0.36121425,0,0,Cold,0,0.12752414,Hydra,Hya,Water Snake
GJ 436 b,22.24796,-2.224796,2.224796,4.17012,-0.16815,0.16815,2004,2004-12,2.6438831,-5.70E-07,5.70E-07,0.0291,-0.0015,0.0015,0.13827,-0.00018,0.00018,86.44,-0.16,0.17,351,-0.03,0.03,2455959,,,0.736,-0.041,0.042,Radial Velocity,Mass,GJ 436,175.55054,26.703067,10.67,9.75321,-0.00896,0.00898,0.099,-0.078,0.078,0.47,-0.07,0.07,0.46,-0.02,0.02,M2.5 V,-1.585,-0.023,0.023,6,-5,4,3586.11,-36.37,36.37,4.79,2.3097811,5.3350887,1.279361,0.30679236,0.000907361,0.029378176,0.025076343,0.033123657,0.029169987,31.003146,23.698641,41.349627,598.99996,562.11577,646.04506,,634.82143,729.60637,Neptunian,0.46,M,11.70337,11 42 12.1309,+26 42 11.0408,0.026001596,0.13173884,0.34040745,0.16686659,0.32273145,0.17689039,0.32273145,0.16107342,0.32273145,0.43537529,0.036518063,0.37492926,0,0,Hot,0,0.20788729,Leo,Leo,Lion
GJ 480 b,13.199397,-1.7003798,1.7003798,3.6993,,,2020,2020-10,9.567,-0.005,0.005,0.068,-0.001,0.001,0.1,-0.07,0.07,,,,151,-92,92,2454562.1,-2.3,2.3,,,,Radial Velocity,Msini,GJ 480,189.71342,11.695071,11.49,14.2358,-0.01515,0.01515,,,,0.45,-0.02,0.02,0.46,-0.01,0.01,M3.5 Ve,-1.612,-0.125,0.097,,,,3381,-157,157,4.78,1.8889361,3.5680796,0.96452832,0.26073266,0.001887921,0.06834,0.0612,0.0748,0.068085286,5.3108566,4.3671369,6.5237477,386.02753,368.29355,407.16384,,415.92969,459.82757,Neptunian,0.46,M,12.647562,12 38 51.2238,+11 41 42.2549,0.024434306,0.12802889,0.33418231,0.16216652,0.31682791,0.17194651,0.31682791,0.15652965,0.31682791,0.42204987,0.025303253,0.35352649,0,0,Hot,0,0.36891088,Virgo,Vir,Virgin
GJ 504 b,1271.312,-317.828,1430.226,13.0036,,,2013,2013-09,,,,43.5,,,,,,,,,,,,,,,,,,Imaging,Mass,GJ 504,199.19235,9.4249781,5.18799,17.5299,-0.0778,0.0785,0.28,-0.03,0.03,1.22,-0.08,0.08,1.26,-0.04,0.03,G0 V,0.332,-0.032,0.032,0.16,-0.06,0.35,6234,-25,25,4.6,9.8876771,97.766158,7.5183916,0.5781777,4.411354,43.5,43.5,43.5,43.500001,0.001135067,0.001135067,0.001135067,46.762776,46.762776,46.762776,,52.811207,52.811207,Jovian,1.26,G,13.279491,13 16 46.1660,+09 25 29.9212,2.1478305,1.0697665,2.4943637,1.3549748,2.3648841,1.4322652,2.3648841,1.307874,2.3648841,3.9569792,4.7449687,0.28164244,0,0,Cold,0,0.069885276,Virgo,Vir,Virgin
GJ 581 b,15.796052,-0.2860452,0.2860452,4.10286,,,2005,2005-12,5.3686,-0.0001,0.0001,0.04061,-3.00E-05,3.00E-05,0,-0.03,0.03,,,,118.3,-22.9,27.4,2454751.8,-0.01,0.01,,,,Radial Velocity,Msini,GJ 581,229.85647,-7.7226935,10.57,6.2981,-0.002095,0.002095,-0.088,-0.074,0.074,0.31,-0.02,0.02,0.33,-0.01,0.01,M3 V,-1.885,-0.123,0.096,4.3,,,3396,-157,157,4.89,1.9621442,3.8500099,0.93837223,0.22871174,0.001505961,0.04061,0.04061,0.04061,0.040610001,7.9019453,7.9019453,7.9019453,427.14804,427.14804,427.14804,,482.39659,482.39659,Neptunian,0.33,M,15.323766,15 19 25.5563,-07 43 21.6966,0.013031668,0.093483539,0.24383309,0.11841004,0.2311707,0.12554916,0.2311707,0.11429452,0.2311707,0.3082221,0.022930729,0.30873804,0,0,Hot,0,0.30326579,Libra,Lib,Scales
GJ 649 b,104.24758,-10.170496,10.170496,12.4431,,,2009,2010-02,598.3,-4.2,4.2,1.135,-0.035,0.035,0.3,-0.08,0.08,,,,352,-15,15,2412876,-22,22,,,,Radial Velocity,Msini,GJ 649,254.53632,25.741972,9.7,10.3796,-0.00335,0.00335,0.08,-0.06,0.06,0.54,-0.05,0.05,0.5,-0.01,0.01,M1.5,-1.365,-0.013,0.013,0.44,,,3700,-60,60,4.76,2.8944677,8.3779432,0.67330031,0.054110335,0.045930713,1.186075,0.7945,1.4755,1.1481628,0.035114588,0.019820818,0.068361597,108.36603,95.592826,130.27106,,107.95708,147.1207,Jovian,0.5,M,16.969089,16 58 08.7205,+25 44 31.0988,0.043151908,0.16943071,0.43532234,0.21460939,0.41271882,0.22747156,0.41271882,0.2071633,0.41271882,0.56087202,0.046513792,0.25405721,0,0,Cold,0,0.10739335,Hercules,Her,Hercules
GJ 674 b,11.12398,,,3.32937,,,2007,2007-10,4.6938,-0.007,0.007,0.039,,,0.2,-0.02,0.02,,,,143,-6,6,2453780.1,-0.078,0.078,,,,Radial Velocity,Msini,GJ 674,262.17005,-46.898983,9.38,4.54896,-0.001015,0.001015,-0.28,,,0.35,,,0.36,-0.01,0.01,M2.5,-1.796,,,0.55,-0.45,0.45,3600,-100,100,4.86,1.8278858,3.3411667,1.0035432,0.30142135,0.000988562,0.03978,0.0312,0.0468,0.039197612,10.733347,7.3031176,16.432015,457.63066,418.81476,512.94123,,472.98546,579.28652,Neptunian,0.36,M,17.478004,17 28 40.8147,-46 53 56.3374,0.01599558,0.10330724,0.26675709,0.13085384,0.25290555,0.13871215,0.25290555,0.12631129,0.25290555,0.34147882,0.03389961,0.22819596,0,0,Hot,0,0.30084624,Ara,Ara,Altar
GJ 676 A b,1837.0077,-147.39274,152.9293,12.7794,,,2010,2011-02,1051.4452,-0.40023415,0.37706781,1.734535,-0.059505,0.056264,0.318615,-0.002825,0.002665,48.919,-2.781,3.312,87.0733,-0.6009,0.628,2453307.8,-1.508311,1.54144,,,,Radial Velocity,Mass,GJ 676 A,262.54489,-51.637778,9.58,16.0272,-0.0101,0.0101,0.23,-0.1,0.1,0.63,-0.06,0.06,0.69,-0.07,0.07,M0 V,-1.043,0,0,,,,3734,-181,181,4.62,11.989478,143.74757,11.248382,0.88019639,0.16889534,1.8225761,1.1818861,2.2871839,1.7573157,0.03175986,0.017314017,0.064840854,105.43141,92.415405,128.56036,,104.36868,145.18873,Jovian,0.69,M,17.502994,17 30 10.7770,-51 38 15.9997,0.09057326,0.24533388,0.62927129,0.31075232,0.59659766,0.32936362,0.59659766,0.29997235,0.59659766,0.81257559,0.051911712,0.39548618,0,0,Cold,0,0.10238102,Ara,Ara,Altar
GJ 676 A c,4271.0045,-340.67984,347.82461,12.331,,,2016,2016-11,13921.423,-1514.6514,1232.3379,9.67808,-0.742524,0.672439,0.295316,-0.048992,0.032892,33.69,-1.324,1.362,263.9487,-1.2851,1.0764,2441945.8,-1219.4569,1496.5425,,,,Radial Velocity,Mass,GJ 676 A,262.54489,-51.637778,9.58,16.0272,-0.0101,0.0101,0.23,-0.1,0.1,0.63,-0.06,0.06,0.65,-0.02,0.02,M0,-1.043,0,0,,,,4006.03,-100.81,89.89,4.61,18.610835,346.36319,28.088816,2.2779025,1.2911162,10.1001,6.8199881,12.536172,9.7867361,0.001012131,0.000576329,0.0019473,44.676174,39.474119,53.518397,,44.579814,60.44062,Jovian,0.65,M,17.502994,17 30 10.7770,-51 38 15.9997,0.09057326,0.24406712,0.61756777,0.30914889,0.58550463,0.32755796,0.58550463,0.29843749,0.58550463,0.81257559,0.082838422,0.39548618,0,0,Cold,0,0.073065544,Ara,Ara,Altar
GJ 680 b,7764.9354,-3336.5043,2174.5188,11.9947,,,2022,2022-09,17281.665,-3919.1799,4832.845,10.121898,-1.682453,1.858612,0.381243,-0.144918,0.09468,21.984,-5.062,3.313,149.5644,-27.8249,26.05,2445218.8,-2610.9413,1383.166,,,,Radial Velocity,Mass,GJ 680,263.80722,-48.678843,10.129,9.67315,-0.005135,0.005135,,,,0.46,-0.05,0.05,0.46,-0.01,0.01,K5,-1.514,-0.117,0.092,,,,3563,-157,157,4.77,25.443346,647.36387,53.970826,4.4995561,1.6070423,10.857488,6.2629952,13.980801,10.315221,0.000323282,0.000156652,0.000780613,33.182237,28.502233,42.584727,,32.188793,48.092758,Jovian,0.46,K,17.587149,17 35 13.7364,-48 40 43.8337,0.030619634,0.14300433,0.36994142,0.18113589,0.35073166,0.19202183,0.35073166,0.1748465,0.35073166,0.47245861,0.034845893,0.35612604,0,0,Cold,0,0.074101032,Ara,Ara,Altar
GJ 687 b,17.200852,-1.0011582,1.0011582,4.31585,,,2014,2014-07,38.142,-0.007,0.007,0.163,-0.003,0.003,0.17,-0.05,0.05,,,,117,-19,19,2450592.7,-2,2,,,,Radial Velocity,Msini,GJ 687,264.10417,68.333674,9.15,4.54939,-0.00068,0.00068,0.063,-0.078,0.078,0.4,-0.02,0.02,0.42,-0.01,0.01,M3 V,-1.672,-0.005,0.005,,,,3413,-28,28,4.86,1.9963735,3.9855072,0.92345824,0.21396903,0.004741119,0.16535535,0.13529,0.19071,0.16359452,0.81281707,0.58513095,1.1627025,240.58056,222.82206,264.55262,,251.6425,298.77061,Neptunian,0.42,M,17.606946,17 36 25.0048,+68 20 01.2268,0.02128139,0.11944045,0.31127761,0.15128819,0.29511293,0.16040668,0.29511293,0.14603049,0.29511293,0.39387986,0.025704035,0.33991562,1,1,Warm,0,0.55292815,Draco,Dra,Dragon
GJ 687 c,15.999462,-4.0999812,4.0999812,4.13649,,,2020,2020-10,727.562,-12.198,12.198,1.165,-0.023,0.023,0.4,-0.22,0.22,,,,176,-63,63,2450304.1,-292.8,292.8,,,,Radial Velocity,Msini,GJ 687,264.10417,68.333674,9.15,4.54939,-0.00068,0.00068,0.063,-0.078,0.078,0.4,-0.02,0.02,0.42,-0.01,0.01,M3.0V,-1.672,-0.005,0.005,,,,3413,-28,28,4.82,1.9666936,3.8678835,0.93506416,0.22605256,0.023911721,1.2582,0.699,1.631,1.1896248,0.017108365,0.008000039,0.043555765,89.215419,76.193501,116.3875,,86.048586,131.44139,Neptunian,0.42,M,17.606946,17 36 25.0048,+68 20 01.2268,0.02128139,0.11944045,0.31127761,0.15128819,0.29511293,0.16040668,0.29511293,0.14603049,0.29511293,0.39387986,0.025704035,0.33991562,0,0,Cold,0,0.19169401,Draco,Dra,Dragon
GJ 720 A b,13.641178,-0.79139173,0.77867861,3.76656,,,2021,2021-05,19.466,-0.005,0.005,0.119,-0.001,0.002,0.12,-0.06,0.05,,,,110.22,-24.28,23.97,2456406.8,-0.42,0.43,,,,Radial Velocity,Msini,GJ 720 A,278.82942,45.745604,9.84,15.5575,-0.0061,0.0061,-0.14,-0.09,0.09,0.57,-0.06,0.06,0.56,-0.06,0.06,M0.5 V,-1.217,-0.096,0.096,,,,3837,-69,69,4.71,1.9030644,3.6216542,0.96152834,0.25528024,0.003018611,0.1198568,0.10472,0.13328,0.11921522,4.3157445,3.4156238,5.532746,366.20904,346.34779,390.733,,391.1454,441.27152,Neptunian,0.56,M,18.588629,18 35 19.0636,+45 44 44.1737,0.060673633,0.20044133,0.51147981,0.25388957,0.48492322,0.26906269,0.48492322,0.24508653,0.48492322,0.66506451,0.059927607,0.38250996,0,0,Hot,0,0.39752531,Lyra,Lyr,Lyre
GJ 832 b,216.12304,-28.60452,28.60452,14.0125,,,2008,2009-01,3657,-104,104,3.56,-0.28,0.28,0.08,-0.06,0.02,,,,246,-22,22,2454224,-302,302,,,,Radial Velocity,Msini,GJ 832,323.39126,-49.012517,8.66,4.96435,-0.001065,0.001065,-0.3,-0.2,0.2,0.45,-0.05,0.05,0.44,-0.01,0.01,M1.5,-1.585,,,9.24,,,3472,,,4.7,3.9272877,15.423589,1.1007022,0.078551447,0.25655819,3.571392,3.2752,3.8448,3.5628544,0.002058232,0.001758946,0.002423954,54.199575,52.174468,56.529611,,58.922863,63.841313,Jovian,0.44,M,21.559419,21 33 33.9068,-49 00 45.0608,0.026001596,0.13193207,0.34283772,0.16711087,0.32503463,0.17717174,0.32503463,0.16130537,0.32503463,0.43537529,0.029585104,0.39710712,0,0,Cold,0,0.06643041,Grus,Gru,Crane
